weighted directed
1574 847 56
8365 9081 75
7210 5307 32
5879 2808 81
2599 3416 76
9108 3027 60
458 9333 25
4614 3587 22
7105 1013 47
7786 8607 83
3898 2248 89
6897 1622 61
6055 1608 100
578 884 78
4841 8598 97
7983 5232 11
1688 9477 91
5626 3356 84
9705 3178 87
7763 4197 97
9347 49 87
5760 4891 23
7355 5130 19
3409 5289 41
7495 4040 87
7124 2204 10
5017 6387 97
2065 2016 55
5246 3026 39
3440 8170 66
6926 6603 35
7673 7116 38
956 5610 32
5786 8486 0
8233 9077 85
3620 4434 50
9669 8101 76
1894 2554 64
8252 8449 71
2899 8542 80
300 4348 75
835 9392 21
776 2989 68
9414 3896 96
9001 5040 35
4681 4371 49
4338 6428 80
5740 9482 27
397 9069 53
9784 6718 9
9330 7126 77
2847 4122 49
8580 2470 88
8054 2070 44
7180 2359 42
1609 1149 35
2915 2096 49
5592 767 31
8977 8487 26
4831 8890 15
3511 9543 6
9922 1650 88
987 2342 49
2120 5937 97
8387 9039 53
7559 3538 42
3288 7990 29
6076 5801 46
8158 8857 8
6400 6042 85
7420 7299 92
2475 3113 91
490 8019 58
4286 6530 23
2190 6579 50
8147 6150 48
2475 2425 92
158 8676 15
9401 287 57
9701 3387 23
738 9620 90
8620 3389 38
6745 6716 82
5962 1928 86
3592 5618 79
5284 8963 81
1186 5621 42
1506 9493 2
1984 5244 98
3216 7429 21
9756 524 15
7935 2852 91
2869 8602 47
6472 5456 56
4947 318 0
1623 8778 100
148 2565 90
5815 1624 58
2297 9204 39
8907 5323 53
782 8103 71
6033 1993 15
8070 9758 45
2224 8122 76
3394 334 42
8209 1658 94
162 5358 36
2681 958 24
5632 5507 24
9305 1636 9
3455 3246 8
9705 3669 63
8766 9611 34
8479 3286 32
4096 2350 64
6066 1988 20
128 4073 1
4738 3316 4
318 3242 30
6331 8581 76
131 8875 50
9088 3237 31
7283 9306 92
9747 4246 6
6048 3162 43
81 8231 14
8862 3236 27
4400 6478 27
6117 25 59
3999 8068 75
2691 7583 51
2705 59 76
4359 2037 28
8674 8149 66
6013 88 88
9076 240 80
3760 341 65
3053 8401 69
1766 9168 29
9283 3961 6
8705 1952 51
9148 6820 82
2999 6129 2
2205 819 60
5921 6617 78
7194 3103 85
6009 4484 55
5855 1910 43
2307 4141 79
2215 8135 91
7082 5342 78
8337 6544 6
6550 3272 13
305 3291 55
16 3579 71
5025 555 78
2008 5060 47
2341 9520 22
7914 1058 42
9099 7692 11
580 2436 96
1454 4708 82
2718 8074 36
2853 2409 52
8246 2165 19
9067 9698 11
3716 6351 10
6187 8158 6
3934 5365 64
794 7857 36
2804 5473 5
3637 6045 77
4246 5419 21
7734 6178 21
8077 1522 74
2453 3399 100
8930 5471 76
3466 7772 11
751 4205 72
7751 9551 38
8505 6244 48
3327 3497 31
3801 1726 45
532 5775 89
5867 6093 72
9097 5539 6
1034 3083 45
8464 6552 90
7274 6708 75
1346 2445 62
5126 5288 92
4618 8148 83
5134 8454 97
7031 4559 26
7170 8157 5
7456 2791 87
7931 5587 3
1406 1300 31
5910 9864 57
1681 7799 99
8576 2547 33
58 3041 6
9242 4438 87
7672 4485 21
5967 831 44
6072 9351 6
7523 2065 39
1126 3115 18
4779 5281 82
2153 4119 38
208 1402 33
8827 1916 56
8735 9392 99
8592 8407 81
3098 5022 80
5866 3267 59
575 4949 50
386 5955 25
7 9311 57
7438 7477 13
8473 2554 15
115 6094 94
4109 4126 85
5415 3359 23
7631 5796 10
969 7702 40
847 7871 75
1349 2941 70
3814 4714 7
543 7477 99
8563 7402 96
847 3346 45
2963 1752 61
879 9560 6
3277 9751 25
2529 8453 31
2520 1198 38
2358 9612 96
5527 8735 77
611 4402 67
5554 2561 61
7355 9882 80
2133 2137 92
2323 9569 82
4047 6800 14
4632 939 95
7125 5177 16
3264 4848 56
7111 708 0
4830 5101 2
4201 7222 53
7872 7861 98
5284 2551 84
7279 4429 88
2148 477 84
6320 9981 23
1142 1804 28
8973 2047 77
2455 6745 20
1606 7911 49
9145 2998 55
9261 8526 28
6024 6389 49
2635 4935 11
5509 4482 19
3260 9969 98
8400 7223 82
9150 9833 87
1151 3115 44
9472 6452 24
7860 233 14
1141 3571 99
9349 3780 47
9714 3543 49
1449 2602 90
4620 4831 44
1432 5407 16
3259 6339 75
9412 4286 32
3905 7160 61
116 7990 21
2635 6406 68
4017 4393 39
8869 6996 68
2145 4576 29
8506 4464 39
6105 8037 42
227 7791 42
3801 7598 53
1238 2186 37
4939 4582 17
8983 7300 83
5816 1889 28
7481 3483 100
5334 4017 33
5534 1102 9
2412 6471 77
752 1077 86
8714 8229 70
9004 5289 10
3119 9811 1
5961 4897 16
3952 8353 36
2459 2084 69
3144 5051 84
5309 6189 1
9799 5130 91
9535 3226 20
6863 4659 30
3652 769 20
1982 3206 47
8532 6130 20
316 8294 67
3754 1466 58
1122 3895 4
8939 5066 75
5376 4648 47
984 1104 51
4510 8416 60
8066 2380 84
9710 8138 26
4220 8241 87
6528 9271 44
2097 6328 28
9802 6221 69
5351 8236 74
8746 1886 99
9513 6516 79
5324 5050 88
6835 8369 81
182 591 81
2230 368 66
5150 13 92
6684 6610 45
7215 121 81
6112 2838 89
8056 3184 55
9253 940 73
5638 4158 76
4640 5756 83
3425 2670 46
2977 9912 57
5727 6980 8
4552 566 81
7284 6641 84
1202 9913 34
714 6558 13
5421 8695 100
9786 5899 34
4673 5893 42
3478 7092 47
4346 4046 52
8449 7667 81
4769 4109 74
5135 2865 26
9604 2268 64
3434 2194 46
6166 4997 15
7254 9165 25
4905 443 39
4297 3102 13
9252 7130 37
624 1886 71
108 1289 45
4165 4641 7
1715 9510 51
4801 4370 67
4910 7603 16
9412 2116 98
8850 9054 19
8092 4531 52
622 5385 23
9712 7598 95
624 4292 32
3273 2068 7
7985 5504 68
7920 6568 60
248 9271 1
7938 6246 23
8443 4481 47
8149 7569 14
4352 4519 69
7895 686 0
7149 4837 30
5465 4538 34
550 5539 24
5459 4329 96
6270 7967 50
8077 7836 41
3065 1370 8
464 7396 46
4364 3608 18
6893 777 100
4220 4576 84
5566 1274 38
2181 9702 99
2371 9253 66
858 5103 67
8510 3859 10
9759 921 37
8741 2024 51
5154 2828 95
3254 9757 38
1188 7730 11
9666 4545 57
5322 93 5
9001 1090 57
8416 7296 66
2502 3607 61
2131 3156 48
9516 5930 84
8510 5182 41
8264 9 76
8790 7259 37
814 7009 66
4965 174 97
4208 5110 47
580 5509 50
4041 8565 34
5888 1502 22
2515 9503 20
9500 1208 89
763 7336 43
7162 4491 54
6559 793 53
1134 9192 25
8797 3364 73
6941 5319 69
5263 8385 90
7197 3418 30
1565 9583 91
6958 8298 51
3017 3641 72
164 9278 51
2900 2405 15
1470 9686 63
3528 632 77
3488 5735 65
7683 5927 51
192 5279 65
3024 123 78
442 7394 39
6995 9176 67
3864 6489 28
2136 2709 15
3261 9491 63
2770 3806 49
5023 3453 48
6794 1765 5
7692 2183 54
1787 9852 54
4334 2367 24
2614 8848 75
310 4813 1
266 7262 78
2585 9697 74
7527 6903 38
2849 7627 40
4529 7111 26
9993 6061 70
9638 7850 39
6055 9335 57
1110 2300 100
2182 8158 15
556 2753 97
1246 5745 38
9733 9703 76
1797 7977 8
1089 1715 34
8407 5242 74
4630 6735 15
8804 867 29
8921 100 82
729 8110 78
4216 6331 49
4486 6098 31
2829 4511 22
3437 8566 65
5041 3087 3
7490 276 84
6174 1226 76
1345 8873 12
3600 299 30
6245 1251 10
4173 4871 51
6372 2207 87
7720 2419 42
7885 2533 36
9497 148 63
8826 7611 97
1187 5147 84
4035 5565 83
7069 8491 49
1164 9833 64
381 9715 12
5326 5391 84
2347 6646 39
9332 9002 52
1169 3920 27
5435 7897 13
8313 3718 88
1595 4340 24
9904 8414 99
8252 9273 4
5250 6588 35
900 6084 45
5579 2005 25
11 5086 39
7476 7066 57
2213 2642 78
7974 847 70
2028 7026 42
4139 8572 4
9733 1673 8
7149 2868 38
8408 4151 17
8857 5541 73
2672 6903 10
499 7191 69
4548 6987 88
1181 6821 25
4995 7787 2
468 7760 54
3444 4320 48
8306 3766 41
5474 1014 76
2265 8706 63
4458 1789 96
2415 3947 63
1109 6831 15
493 5789 27
3130 5682 93
8306 3061 79
3704 2267 92
3325 9110 32
188 8749 87
3959 5548 19
6569 7662 87
4445 1090 46
1664 2870 43
13 796 44
2620 6406 12
141 5227 77
3995 6870 62
3048 220 38
7834 8603 55
6783 6971 32
2833 2452 10
9850 1654 53
3549 8026 23
5780 6129 55
8938 6066 39
9951 2070 44
19 3010 9
46 4880 16
2547 8261 94
6823 887 42
8248 3571 32
435 538 76
9570 2057 66
9846 414 24
1395 596 67
2643 4378 83
1928 8643 45
964 5432 21
5343 64 10
6461 6557 28
6215 7709 41
2816 7233 74
6607 4258 71
4306 1011 9
2871 8464 18
7980 8832 79
993 2521 21
8800 7734 99
6412 478 98
1314 2273 77
1732 9556 19
9317 4476 10
5412 4778 35
7803 6992 62
1694 2649 65
4875 1188 8
4026 7397 40
1807 2548 72
6285 8477 84
8124 6070 51
4141 3187 7
5582 4077 67
5494 3392 56
1765 7164 1
7176 6277 98
8401 7416 99
9854 8559 91
6805 5219 79
7313 3870 87
6646 9746 38
4170 2947 84
8380 8065 12
1458 191 72
7755 3434 7
5391 3815 16
9651 4922 37
2180 6970 57
5382 9658 56
4652 7903 14
7615 1777 61
3 1367 69
9399 1069 39
4210 7473 98
8413 5392 63
2690 8343 75
218 4058 25
9318 7092 50
1050 368 66
8840 667 81
4833 1568 64
5816 9329 25
6384 6506 25
1719 7850 83
9324 2208 82
4477 1464 35
525 3114 17
1955 6635 55
7012 1489 4
888 2312 80
5230 8443 4
6051 8912 91
1193 3049 52
5175 5393 66
9657 7944 96
4380 4833 35
8435 3403 92
1499 840 100
3321 1650 76
6684 3039 20
2614 4803 7
4668 1244 21
911 3095 40
9016 60 96
5962 1953 33
1031 1963 56
4003 6678 73
3981 6090 77
3822 1639 39
6588 2539 56
7200 4315 34
2386 2267 27
4978 5317 99
2676 9790 58
2208 1686 71
1083 7151 7
2320 3391 69
4631 9043 87
7366 5102 19
2022 9013 63
9415 7981 49
1255 1122 72
5478 7585 11
6047 6259 43
7138 6896 36
6748 3789 13
5593 79 30
3753 4771 38
452 5476 30
3733 5880 95
2726 3071 14
6161 7497 42
5866 5835 69
2300 4285 55
2382 2524 55
4486 7290 85
6119 433 65
9563 1995 28
3021 2606 35
1845 3849 88
2947 9700 17
8424 285 7
74 423 1
325 3605 36
4009 7009 92
4815 8145 46
5004 4548 51
7494 2100 12
951 2808 59
8186 1491 95
2870 7414 94
2130 8623 87
4245 2431 16
9876 5498 50
6797 7277 95
5717 1587 77
1149 1743 60
8769 2820 97
6878 304 80
7215 7564 72
2579 4913 50
3823 6789 90
7487 2164 2
3069 6320 91
5965 6790 77
4584 6158 89
9416 8801 53
1035 4044 82
114 597 55
5382 1088 39
2335 2624 40
2303 7136 32
311 4442 8
1521 7132 28
9581 8005 92
2321 742 24
688 4110 19
3983 7183 85
653 8896 40
4607 3150 3
9007 4616 67
8547 9663 47
4486 8641 42
4814 5840 54
8695 532 22
253 4216 77
2532 4467 0
1600 9903 42
8549 6584 52
4762 5191 79
7509 7715 100
2308 1896 17
7423 4851 98
8663 5446 50
5080 633 77
5175 6230 25
298 847 58
587 9877 100
3748 7146 46
4071 6734 94
8976 793 80
2576 2230 35
602 9653 31
3741 2398 27
2343 2944 35
8341 3953 68
1009 4382 47
7636 2788 14
4431 2937 33
2564 2424 67
8147 5917 81
5150 7978 79
9776 7874 35
8981 713 35
9755 7496 6
1570 1674 66
9926 5418 91
6827 8950 57
5863 260 57
6079 4991 34
5040 7924 1
6376 3597 54
5440 159 59
1137 3336 69
8489 5651 1
5820 4288 56
6490 1766 34
5294 8670 14
743 7056 87
506 6248 94
7415 4287 58
940 8884 71
6573 7120 88
5087 2949 22
6125 1268 77
1296 9101 29
4545 6028 12
7086 3093 16
3620 1365 28
5817 5691 63
6755 6997 65
6912 9475 33
10000 1478 43
4148 2037 55
7393 3957 11
9399 4142 21
9106 7043 80
2050 6917 100
2307 1697 62
1276 4602 38
7479 8427 79
4267 5645 48
8967 4393 98
2022 505 16
4181 1814 0
6416 4559 88
1329 9820 34
7443 7487 21
2251 7042 65
7845 3749 0
5059 9960 51
2948 6855 74
2743 1162 37
9380 4244 22
3640 5226 5
1393 2039 93
8428 4411 65
7773 9872 48
4389 1849 79
2685 5047 45
40 2368 38
8604 5251 98
4622 4330 47
8473 7592 81
202 2961 6
7085 4013 3
6576 7885 92
5735 6287 14
868 3369 41
966 7108 61
7997 6768 47
172 4605 99
3120 4427 96
2456 9387 56
2922 6699 72
4082 1881 75
8759 4953 42
6774 6003 91
1079 7794 51
6126 5634 90
7570 74 2
2258 4532 98
4498 7547 49
6399 5630 59
410 3130 58
1020 4947 85
2251 4577 23
5776 5067 94
8674 1525 30
2777 8561 36
5934 4171 13
5615 6982 29
9345 4968 53
8596 803 5
6491 9287 42
3418 3955 85
660 9853 88
6160 7914 99
7091 4535 75
534 8624 60
9395 7507 63
62 29 30
4671 7018 71
7662 6865 32
791 176 58
1211 8130 71
1641 2147 63
8943 740 18
9985 329 73
1940 7041 8
1206 5009 83
153 8158 63
7199 5980 56
8754 4214 67
9322 2589 94
7384 430 28
8579 1586 41
5938 8149 94
9800 6543 86
749 1718 43
9111 1658 18
6410 4789 64
8977 1212 60
197 7926 29
4086 6173 30
6744 8946 94
2265 7158 47
9291 5588 16
2707 4886 58
4058 133 60
9200 9402 47
2425 9079 57
3805 146 7
6969 9279 7
6562 5594 81
8196 9263 30
9388 5313 45
6831 5208 7
9029 672 20
1981 8442 29
8087 2178 64
748 4074 8
7529 2518 31
6972 3204 96
2498 4648 12
9029 1847 98
2780 8184 58
4225 6533 22
9422 7260 7
8862 6470 28
3537 8107 73
1069 2591 90
8772 4384 23
4265 1642 33
8401 6411 18
4831 5765 2
7134 4295 10
3630 9203 34
2962 4211 71
6456 2198 0
1804 993 76
541 5844 15
242 8166 16
261 1012 79
4885 4536 51
7989 998 0
9657 8382 28
7294 8188 57
858 5171 52
5357 7394 74
6904 6102 32
6029 145 28
2057 2117 91
9741 7939 49
6873 8693 21
6815 4882 82
1900 4602 43
3395 3798 75
9538 6798 88
9495 6232 10
6338 7328 98
9432 4480 100
1138 3364 5
1625 837 92
8523 6402 42
4426 2519 12
2892 8906 54
1723 1969 77
6355 277 68
6835 8526 12
9128 5865 78
6438 8518 92
8699 2642 21
7318 8897 87
735 6073 90
2259 5153 74
5052 2272 24
1137 5112 63
790 2512 58
2885 7445 1
6200 1821 94
8161 4928 78
4315 5637 53
8704 1498 84
9813 9908 25
4489 1114 23
3549 6843 58
935 7278 59
9222 8401 49
8050 7680 21
2367 6602 31
5324 5555 63
7741 5201 3
5328 5407 80
9840 2381 34
5522 686 52
4745 33 12
9697 1876 90
2323 8648 33
7832 363 91
3895 3204 100
8791 4058 5
3319 4023 95
2941 5648 41
4365 2597 92
301 3850 50
9401 7475 8
4931 4077 87
9396 2477 22
5693 453 82
5330 8913 31
2016 6168 38
4482 441 15
9184 161 68
5282 9863 8
7888 2433 99
1851 6741 82
6433 530 84
6422 931 73
7945 3480 40
8812 3016 76
8064 1987 83
170 4245 25
3052 9094 74
5464 3611 89
570 2482 25
3677 5659 36
2837 568 75
5318 9071 61
4068 9047 32
2436 7743 8
191 2629 51
8405 2548 36
1378 4348 81
2780 1855 31
5616 1939 61
9208 3338 72
9076 5044 55
6675 2134 37
2473 4532 22
9150 3238 43
9435 5754 1
3669 9870 15
5109 4157 86
3752 9038 69
5773 336 94
2583 4102 59
4996 8360 9
8653 4588 98
254 4858 47
973 8802 75
6970 8279 21
1459 2034 49
9495 9163 84
4303 2354 1
3920 7304 42
328 6460 44
3793 5612 58
1699 790 54
9364 3156 88
3217 5021 26
6048 984 49
1785 9654 9
1451 1990 37
6805 6592 22
3344 3656 60
8298 5157 18
3380 8888 38
6035 3778 39
7666 4885 80
5544 1581 73
1504 2878 20
262 7550 69
717 4792 63
2781 6520 73
5254 6151 62
3796 9004 52
1447 1480 10
3686 846 32
8896 6448 51
6473 6466 39
3222 3974 79
842 3040 2
6968 6503 95
3789 3263 11
2580 4801 81
4126 980 98
5147 1433 88
922 8195 21
790 9510 56
6218 564 60
629 7011 27
7032 1477 10
8077 9652 11
9593 2672 5
3591 2647 78
572 316 66
9427 9506 42
5946 986 92
8202 8337 9
6352 8920 57
2874 2935 34
1251 2857 91
1162 1113 3
1461 6511 74
1667 33 98
5145 751 16
1544 5607 30
6978 5627 64
1042 9944 26
2429 7772 44
580 8576 92
820 4202 7
9271 6130 84
1879 223 90
5856 5417 15
9230 3575 18
9131 351 24
4922 106 50
8861 2758 14
4876 3634 57
2601 5702 52
9913 8189 54
8333 2825 44
3557 8983 93
4217 8797 9
3770 464 42
7218 3424 4
7763 899 60
9867 2400 46
1675 7345 62
2162 3822 92
326 4379 32
8501 5391 42
5637 5379 44
6964 5601 38
5433 3170 76
2078 3927 7
3967 6044 58
3924 2811 41
1660 6002 80
5824 8994 56
1320 5494 23
6748 4694 38
8997 5974 13
6393 5953 71
2712 1678 87
2882 4255 34
7484 3056 77
1998 8647 19
6050 580 56
2800 7904 51
3883 7387 64
8543 6985 58
6406 3875 81
2459 9122 19
4332 8647 83
9767 8509 72
6111 7603 59
6966 7559 94
2507 3560 68
9546 1711 95
57 8734 16
6542 5728 96
2415 7543 68
8955 665 24
2152 8940 39
1494 827 16
2653 2448 33
8613 9784 7
4110 8278 57
323 8134 87
9019 8922 59
3640 2255 49
8126 6484 18
707 9335 85
796 1652 100
7070 4447 3
7508 3416 73
2964 3864 70
9758 9140 30
1594 1959 21
5909 2847 46
5239 7926 32
7962 5066 84
7392 8799 30
5196 1788 9
2100 6687 76
6677 9962 78
6064 1324 78
6662 7442 69
4188 891 55
7868 2527 67
1529 7049 83
7112 5529 15
4148 4803 91
1018 9469 91
3275 8439 14
2565 7171 5
5560 3926 8
9603 5755 22
2132 7940 62
5618 4944 86
320 3757 86
907 687 26
5158 2911 72
1742 1721 82
6659 8323 97
1581 9251 77
4743 9605 100
3831 571 49
9914 7781 79
4744 3070 19
9295 7335 83
556 7420 56
5880 9724 42
5099 1944 47
5957 7847 44
9273 9854 24
380 6524 18
43 4076 52
9007 8657 61
6913 4257 99
9686 8252 23
7713 7443 91
5015 9555 89
5589 2600 64
3348 3238 31
7548 2257 71
2002 4524 9
7436 8343 1
7975 3080 68
6402 6969 8
938 9293 84
1469 6731 37
3033 4974 59
1695 6521 20
7731 8520 99
1198 2988 35
5607 7394 36
4166 3777 51
7251 6975 48
4768 8117 70
8751 1655 56
8726 7110 2
8618 3421 19
8110 2446 75
8238 9055 93
8711 9180 85
3621 5144 74
118 3078 22
208 602 69
4248 3015 36
1373 6812 96
8378 4402 87
6796 8931 96
138 1889 60
8515 2484 93
164 9551 22
495 3144 51
1809 6800 15
3325 2548 76
9721 3419 25
7131 6072 55
9495 9221 40
8828 9110 1
8193 5369 47
9135 9345 82
4457 4329 6
22 8291 87
7893 3395 1
8832 5254 59
989 4535 91
1372 4267 62
2089 163 98
9263 5626 79
8990 8853 95
9353 5044 85
1929 4851 27
9364 8829 61
1057 5529 85
2641 9502 20
551 6331 29
8499 3638 66
6108 7162 99
8366 7486 78
8129 3587 42
2117 8117 27
5740 2045 48
2361 9959 93
9533 9770 5
290 3969 29
7457 6580 0
8420 4091 4
4096 9084 75
1626 7081 29
6942 3171 96
5741 1017 10
1228 8594 21
6169 7229 12
2732 298 79
5398 5064 66
9876 5537 90
4503 3308 83
8394 829 70
3272 1934 43
4666 5902 81
8375 4068 91
2 4880 11
9263 2307 99
2830 1464 85
2735 5559 33
8077 76 98
3772 1858 5
8748 4775 63
5014 1289 43
8722 473 55
3261 2316 7
5865 5644 72
4698 7668 41
1438 1687 37
604 3630 76
2551 9076 72
1220 6449 10
6157 3580 52
1458 5974 88
6927 4237 18
9780 6601 98
588 9330 62
965 1276 52
6062 7974 69
9025 3530 12
923 8165 38
7371 5500 99
7088 7043 81
5197 9848 18
3619 9399 43
6770 4233 61
3316 7286 39
2861 7940 48
9669 1851 43
5604 6299 80
4324 6786 99
6740 8599 13
9222 4853 19
8685 5409 68
2287 6118 29
7793 1305 97
401 5907 75
9562 3813 58
1186 4987 40
9024 1174 3
9325 8217 9
9396 4851 80
6184 7551 33
103 9530 85
6631 4248 37
9218 7309 29
110 2319 92
4015 6735 58
1910 4052 85
853 5491 68
9941 6207 38
3558 386 92
8094 2302 13
4924 8981 86
2886 6178 75
7806 5759 73
7290 5071 52
2857 3394 32
5974 8536 37
8239 6336 53
1507 239 99
3353 5691 4
2005 5065 39
14 2469 44
5410 6777 22
6553 674 96
5037 4683 0
8351 9806 45
3737 4731 16
1746 2711 76
5539 435 81
6043 2648 19
1034 1305 29
6160 5796 91
4888 7713 60
7246 589 0
4748 6715 51
7528 4506 27
1324 7599 98
9457 768 62
9875 7260 82
395 7229 73
4193 1977 25
5143 1173 97
4418 5028 43
5751 9693 33
8224 8415 36
7356 9909 34
3441 4841 26
6813 8567 62
3354 4180 89
2423 6064 70
7667 1657 85
6608 5321 92
8124 4072 26
5478 6452 34
543 4582 99
6711 7361 3
3283 9971 18
5153 8014 81
1668 2350 38
8863 7494 23
8878 1571 89
5669 3229 43
1937 6168 100
2886 8339 42
6736 9302 51
1109 3503 52
7496 9261 36
3194 3157 48
3852 2960 57
5205 594 60
2816 9141 23
8625 3836 45
895 9228 40
7360 736 48
9563 8093 31
7579 3142 37
9643 6955 49
7999 1884 96
9426 2804 27
5005 5003 39
5758 4475 11
1657 1663 66
5455 6975 49
3543 5050 44
7403 6167 55
9283 8446 64
8805 4735 76
5859 3338 97
6587 2652 34
7051 910 43
9760 7008 34
4377 9077 18
9666 7665 73
6881 2806 58
1357 9084 88
513 8384 23
3713 7318 10
7398 3635 81
8610 3598 39
5318 5209 0
1530 1812 64
9767 4480 47
5348 6189 13
1976 2787 47
5143 7987 4
7091 4928 0
7234 2015 48
5571 1815 86
8787 9451 29
6611 7104 71
2423 88 71
3111 6518 21
8885 5448 2
4022 3757 55
4964 3323 60
2003 7500 34
1533 9284 12
3917 10001 82
1362 1439 12
8818 4416 15
5308 6946 88
2588 1372 13
5538 937 30
5600 1579 57
3543 5520 100
1470 4220 66
809 5198 60
1763 2732 36
3276 4390 18
9234 653 43
6361 5920 11
8108 5665 19
2496 6343 49
1402 6312 88
1120 732 43
6059 3440 76
3 4129 16
1320 9793 92
408 2763 43
6649 6559 68
6835 5906 23
7969 280 40
108 7341 19
5036 4277 14
6830 8954 9
4163 7524 52
7163 5717 35
8923 5874 21
4515 4053 39
3014 1496 3
3745 5788 88
2493 3679 97
2679 2320 43
8260 8692 1
9045 6041 79
8149 3106 96
1543 7143 19
3324 3162 67
6607 9409 53
7036 6634 80
4380 500 42
8736 7266 0
3205 36 38
5454 4681 16
6224 7995 17
3444 5489 14
1938 7949 27
3555 3926 5
9777 8383 1
7167 4395 37
5966 8271 77
9061 6901 93
8792 2602 95
7489 2627 50
1260 2907 38
6366 9283 64
7988 1619 64
1873 891 34
1665 7495 33
7678 1312 18
3862 6510 39
3146 1539 76
7803 2302 51
2966 9237 40
3989 4337 26
1785 9047 58
4982 8483 67
5081 6826 13
8104 5126 81
2096 2981 4
9345 2749 14
9970 9201 27
5029 7289 96
7903 8222 44
3479 2157 99
2683 5827 44
2026 4225 74
1407 8076 88
8629 5213 36
9996 4240 21
459 6162 92
8129 1716 65
8367 4426 21
2798 3539 38
2274 1565 14
1144 9953 75
5334 4512 50
4072 9893 22
1686 2165 30
5219 1150 97
8485 638 55
9367 8380 74
5143 8904 73
7091 3919 81
5457 6837 80
7370 7246 39
3263 2277 73
8029 97 78
1959 1268 63
8623 8237 33
4356 1063 30
8683 5340 74
3653 4969 11
7825 5736 71
3273 3411 13
4494 775 63
3409 68 75
7026 4702 94
783 2922 34
7562 4553 44
756 7626 80
8560 7865 26
6754 2634 22
6928 401 9
1690 5137 44
9408 4599 98
584 2705 71
4979 2743 83
5303 7979 96
8389 147 98
2970 1690 44
7997 2895 14
9666 2466 77
303 210 75
3596 8581 53
32 5255 52
774 7560 73
7105 7797 18
9461 8376 66
3332 5946 54
5622 8247 74
4460 2976 66
6040 241 40
1818 1849 96
2404 3772 11
5677 8457 5
5292 4615 15
5492 540 78
2570 5405 59
4381 6437 43
1411 4130 10
9089 5464 69
8927 323 9
6315 9306 78
8147 1037 33
7910 1241 69
7794 6704 89
8377 3686 33
921 9269 79
5676 2918 46
4789 9961 56
1937 1084 52
2611 5953 97
7673 3133 0
460 755 64
9276 9241 72
7240 4116 77
8922 2449 1
5440 2466 46
8658 8460 21
162 5206 65
6540 3380 73
4545 9599 19
4490 4036 85
6058 8041 94
3218 9000 34
9918 2644 49
3829 2584 91
5924 139 81
3347 5889 57
4862 3425 5
7034 4131 22
2427 8489 54
1314 8225 42
2283 3866 38
8336 5080 46
3063 1247 0
7938 6763 34
313 4230 44
2524 6898 76
8024 4112 48
7004 8333 19
1088 6956 89
8943 9278 84
428 3111 59
5818 1028 21
4301 4963 30
963 907 47
3439 6268 76
286 9152 23
3676 2798 48
3465 1997 41
8397 9433 13
6721 5338 7
5318 2828 47
8294 820 22
9660 9969 32
6900 9425 37
9568 4828 94
545 1068 30
884 8554 84
2106 809 70
9919 9806 29
4916 5113 99
9539 4292 93
19 6762 61
184 1889 42
4651 8567 58
2241 8807 10
20 4294 60
7490 9906 84
3895 374 11
1554 6066 83
1135 5768 38
8045 9932 35
3123 6041 6
7458 1942 12
3401 9853 95
5034 4453 4
8257 2361 45
9581 1383 61
2881 8682 56
3434 2526 46
4080 7022 42
772 5087 32
7631 6702 72
1832 3641 46
3324 3942 87
3756 7255 34
5330 9286 52
1084 8198 86
1793 1107 59
624 7465 92
9090 1912 6
5505 6697 44
534 5186 86
5757 2638 54
1410 570 36
9766 2220 67
6022 9781 35
9037 7839 71
9726 3755 40
3200 5718 89
338 7707 67
4065 3690 31
7626 3509 14
6176 5227 57
196 9999 2
9295 6108 80
2764 5831 100
4044 7533 68
5350 7284 82
4377 4605 6
1818 1064 3
2047 7510 14
5643 4700 9
5552 1978 44
4070 5915 86
4443 2121 58
6153 7413 62
2866 9031 10
3447 2303 98
9949 1603 15
8803 4312 39
4517 884 48
1566 5869 18
3559 3509 43
8717 4381 100
9909 118 90
7269 1434 18
2377 4424 8
465 2378 80
2857 5871 99
4088 3970 50
6549 6795 65
4333 2257 73
1774 1190 20
503 1919 30
1516 224 52
8894 1104 52
6860 7495 58
9620 9043 23
500 6871 63
2901 7920 13
4960 838 61
33 787 50
3798 4531 15
4029 9365 20
367 7074 24
3352 7186 6
2009 832 14
9848 4486 72
2788 5950 82
4952 635 95
6503 7259 18
6312 3733 79
8920 7143 47
937 489 15
6743 5676 51
8390 3003 52
888 7332 78
2340 3117 91
6387 5735 69
7772 3806 49
1960 8804 58
9025 6923 81
6654 1014 68
3191 205 42
8153 5079 43
5883 3799 68
7644 2325 90
8311 2737 34
156 4447 92
5125 4696 20
2500 2020 89
1355 5831 18
6815 7537 9
5351 6716 36
3337 6313 5
4964 3553 66
692 1502 89
5977 898 46
6779 8726 48
5078 361 77
3541 1746 71
5327 9409 15
6784 1230 67
943 9114 65
3911 8026 91
9603 2961 28
2123 495 84
3949 9770 44
3820 5996 21
1659 90 46
3321 4242 42
6359 8936 38
9271 3479 42
9436 5873 36
5642 9116 77
6690 6755 75
9642 9424 19
4922 2483 96
6524 7746 91
2982 8392 26
1534 2088 19
3018 4385 51
6492 5117 90
506 3939 67
5935 9529 57
6465 3808 59
8958 7902 47
117 8025 85
2730 2437 49
435 6772 3
9734 7559 49
7908 4055 43
